brand_info,item_no_or_size,ratings,feedback,price,oz_at_price,options,fragrance_info,limited_edition,image_url,url,image_filename,dominant_color
"['Mugler', 'Alien']","['ITEM ', '1040815']","[['5 stars', '639', '4 stars', '74', '3 stars', '31', '2 stars', '12', '1 star', '41']]","[['796 reviews'], ['10K', ' loves']]",['$120.00'],['2 oz/ 60 mL Eau de Parfum Spray'],"['Standard size', '0.3oz/ 10 mL Eau de Parfum ', '1 oz/ 30 mL Eau de Parfum Refillable Spray', '2 oz/ 60 mL Eau de Parfum Spray', 'Mini size', '0.5 oz Eau de Parfum Spray']","['Fragrance Family:', ' Floral', 'Scent Type:', ' Warm Floral', 'Key Notes:', ' Jasmine Sambac, Cashmeran Wood, Amber Gris', 'About:', ' Alien is a floral-woody-amber fragrance that borders the realms of spirituality and sensuality. It exudes a positive energy, charged with sensual and intriguing mystery. ', ' Alien is a radiant fragrance, and its deep purple-hued glass bottle is designed to mimic an amethyst, a precious gem that symbolizes femininity and refinement. This sacred talisman can be layered with any Alien Body product.', 'What else you need to know:', 'Thierry Mugler envisioned Alien as a sensation—the moment that occurs before a miracle. There is silence, fullness, and an expectancy of the supernatural. It is named Alien because inside every woman is something so unique, so special, it is Alien to everything around her.', ' ""There is a goddess in every woman that I like to magnify.""—Thierry Mugler']",True,/productimages/sku/s1040815-main-Lhero.jpg,https://www.sephora.com/product/alien-P196516?skuId=1040815&icid2=products,s1040815-main-Lhero.jpg,"(65, 51, 71)"
"['Atelier Cologne', 'Clémentine California Cologne Absolue Pure Perfume']","['ITEM ', '1836600']","[['5 stars', '190', '4 stars', '48', '3 stars', '16', '2 stars', '13', '1 star', '18']]","[['285 reviews'], ['10K', ' loves']]",['$135.00'],['3.3 oz/ 100 mL Cologne Absolue Pure Perfume Spray'],"['Standard size', '1.0 oz/ 30 mL Cologne Absolue Pure Perfume Spray', '3.3 oz/ 100 mL Cologne Absolue Pure Perfume Spray', '6.7 oz/ 200 mL Cologne Absolue Pure Perfume Spray', 'Mini size', '0.34 oz/ 10 mL Cologne Absolu Pure Perfume ']","['This sunny composition, built around Clémentine from California, sets off the sweet, citrusy fruit with green notes of juniper and the tang of mandarin. The heart of intriguing star anise and a hint of pepper blends over a distinctively warm base of Haitian vetiver, sandalwood, and cypress. ', '""He had been looking for her for months all over Los Angeles. This perfect stranger, with her fragile and elegant silhouette, was the perfect incarnation of the natural and fresh beauty.""', 'Easy to wear, Atelier Cologne Absolue fragrances are concentrated at 15 percent pure perfume and designed to offer outstanding lasting power and character to Cologne lovers. They are suitable for both women and men.', 'Notes:', 'Clementine, Mandarin, Juniper Berries, Star Anise, Sichuan Pepper, Basilica, Vetiver, Sandalwood, Cypress.', 'Style:', ' Fruity. Green. Sweet.']",True,/productimages/sku/s1836600-main-Lhero.jpg,https://www.sephora.com/product/clementine-california-P410197?icid2=products,s1836600-main-Lhero.jpg,"(208, 224, 218)"
"['BALENCIAGA', 'Florabotanica']","['ITEM ', '1480243']","[['5 stars', '255', '4 stars', '38', '3 stars', '18', '2 stars', '13', '1 star', '12']]","[['336 reviews'], ['7804', ' loves']]",['$107.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Parfum Rollerball']","['Florabotanica evokes ambivalent bewitching beauty. Velvety and thorny, flirting with hemp and vetiver roots. The scent is flowery, developed on a rose note with a narcotic hemp twist. The wearer is beautiful but dangerous, like some rare botanical species.\n', 'Florabotanica is the fragrance of the Balenciaga botanic garden. It instills the brand with modernity and colors. While Balenciaga Paris paid tribute to the genius of Cristobal, this scent celebrates Nicolas’s futuristic perspective. The various facets of Nicolas’s inspiration are reflected in the bottle and outer box. The rich and surprising mix match of architectural lines, vivid colors, and venomous floral prints recurrent in Balenciaga’s fashion are translated into Florabotanica’s unique packaging.\n', 'Notes:', 'Carnation, Wild Mint, Turkish Rose Essence, Hemp Leaves, Vetiver Roots, White Amber.\n', 'Style:', 'Beautiful. Dangerous. Rare.']",True,/productimages/sku/s1480243-main-Lhero.jpg,https://www.sephora.com/product/florabotanica-P377672?icid2=products,s1480243-main-Lhero.jpg,"(226, 224, 225)"
"['Viktor&Rolf', 'BONBON']","['ITEM ', '1619964']","[['5 stars', '106', '4 stars', '31', '3 stars', '6', '2 stars', '6', '1 star', '8']]","[['156 reviews'], ['10K', ' loves']]",['$98.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.04 oz/ 90 mL Eau de Parfum Spray']","['Fragrance Family:', '\n', ' Floral\n', '\n', 'Scent Type:', '\n', ' Fruity Florals\n', '\n', 'Key Notes:', '\n', ' Caramel, Mandarin, Orange Blossom\n', '\n', 'About:', '\n', ' BONBON evokes a timeless sensation, inviting a pure and absolute pursuit of pleasure. She who wears BONBON dresses herself in perfume while creating her own story. She is empowered, beautiful, and complete.\n', '\n', 'Bonbon is a delicious fragrance created with the intent to fuel desire through a scent so irresistible that one would deem it edible. It is composed of sparkling, effervescent mandarin and orange slices crystalized into crackling pieces of caramel wrapping succulent fruits. The sweetness of paradise peach accord flirts tenderly with supple caramel notes, clinging to the roundness of peach’s fleecy surface. Sun-filled jasmine is sustained by orange blossom whose sweet flavor clings to the soft smell of caramel. The fragrance flows languidly across the skin, as caramel would generously drip over an indulgent dessert. Finally, gïaic and cedar woods blend into the base note to achieve a surprising balance between smooth, creamy, milky sandalwood notes and the upright, stronger and darker notes of woody amber. The rich brown facets of the caramel accord are tenderly overcooked.\n', '\n', 'Beauty Tip:', '\n', 'Layer with BONBON Shower Gel, Body Lotion, Hair Mist, Body Cream, or Body Power to enhance and prolong the experience.\n', '\n', 'What else you need to know:', '\n', 'Woven throughout the Viktor & Rolf collections, the bow forms an iconic design symbol in the house’s rich heritage and embodies the essence of the couture spirit. Sculpted to perfection, the one-of-a-kind BONBON bow bottle proves that the impossible is possible. Its design was handcrafted with precision and craftsmanship, much like the detail involved in the creation of a couture garment.\n']",True,/productimages/sku/s1619964-main-Lhero.jpg,https://www.sephora.com/product/bonbon-P397836?icid2=products,s1619964-main-Lhero.jpg,"(186, 80, 117)"
"['Pink Sugar', 'Pink Sugar']","['ITEM ', '796524']","[['5 stars', '2450', '4 stars', '478', '3 stars', '135', '2 stars', '99', '1 star', '117']]","[['3K reviews'], ['40K', ' loves']]",['$30.00'],['1 oz/ 30 mL Eau de Toilette Spray'],"['Standard size', '1 oz/ 30 mL Eau de Toilette Spray', '1.7 oz/ 50 mL Eau de Toilette Spray', '3.4 oz/ 100 mL Eau de Toilette Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Toilette Roll-On']","['Stylish and lively, with a distinctive personality, Pink Sugar takes you on a journey through the pleasures and flavors of childhood with a playful blend of vanilla and caramel.', 'Notes:', 'Bergamot, Sicilian Orange, Raspberry, Fig Leaves, Lily of the Valley, Licorice, Strawberry, Red Fruit, Cotton Candy, Vanilla, Caramel, Musk, Wood, Powder.', 'Style:', 'Playful. Mischievous. Romantic.']",True,/productimages/sku/s796524-main-Lhero.jpg,https://www.sephora.com/product/pink-sugar-P44903?icid2=products,s796524-main-Lhero.jpg,"(226, 207, 197)"
"['Juicy Couture', 'Viva La Juicy']","['ITEM ', '1108109']","[['5 stars', '1219', '4 stars', '222', '3 stars', '66', '2 stars', '35', '1 star', '22']]","[['1K reviews'], ['30K', ' loves']]",['$78.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.33 oz/ 10 mL Eau de Parfum Rollerball']","['Fragrance Family:', ' Floral', 'Scent Type:', ' Warm Florals', 'Key Notes:', ' Wild Berries, Jasmine, Vanilla', 'About:', ' Flirtatious and charming, this scent is inspired by the glamorous girl who is always the life of the party, the Viva la Juicy girl finds couture in the everyday. Viva la Juicy combines delicious wild berries and mandarin with creamy vanilla, praline, jasmine, and honeysuckle. Embracing the signature Juicy addiction, Viva la Juicy is both playful and glamorous.']",True,/productimages/sku/s1108109-main-Lhero.jpg,https://www.sephora.com/product/viva-la-juicy-P219412?icid2=products,s1108109-main-Lhero.jpg,"(206, 185, 171)"
"['Viktor&Rolf', 'Flowerbomb Rollerball']","['ITEM ', '1255439']","[['5 stars', '121', '4 stars', '23', '3 stars', '14', '2 stars', '5', '1 star', '3']]","[['165 reviews'], ['10K', ' loves']]",['$30.00'],['0.33 oz/ 10 mL Eau de Parfum Rollerball'],,"['This floral explosion releases a profusion of flowers that has the power to make everything seem more positive. Magically evocative notes immediately awaken your deepest senses, giving you the impression of living life in your own secret garden, away from reality. Sambac jasmine, centifolia rose, cattleya orchid, and ballerina freesia bloom on a base of patchouli.', 'Notes:', 'Sambac Jasmine, Centifolia Rose, Cattleya Orchid, Ballerina Freesia, Patchouli.', 'Style:', 'Oriental. Gourmand. Floral.']",True,/productimages/sku/s1255439-main-Lhero.jpg,https://www.sephora.com/product/flowerbomb-rollerball-P377469?icid2=products,s1255439-main-Lhero.jpg,"(234, 225, 220)"
"['Viktor&Rolf', 'Flowerbomb Travel Duo']","['ITEM ', '1255447']","[['5 stars', '702', '4 stars', '187', '3 stars', '59', '2 stars', '32', '1 star', '34']]","[['1K reviews'], ['20K', ' loves']]",['$35.00'],,,"['This floral explosion releases a profusion of flowers that has the power to make everything seem more positive. Magically evocative notes immediately awaken your deepest senses, giving you the impression of living life in your own secret garden, away from reality. Sambac Jasmine, Centifolia Rose, Cattleya Orchid, and Ballerina Freesia bloom on a base of Patchouli.', 'This set contains:', '- 0.25 oz/ 7.4 mL Eau de Parfum', '- 0.5 oz/ 14.8 mL Eau de Parfum Refill', '- Funnel', 'Notes:', 'Sambac Jasmine, Centifolia Rose, Cattleya Orchid, Ballerina Freesia, Patchouli.', 'Style:', ' Oriental. Gourmand. Floral.']",True,/productimages/sku/s1255447-main-Lhero.jpg,https://www.sephora.com/product/flowerbomb-travel-duo-P261810?icid2=products,s1255447-main-Lhero.jpg,"(204, 182, 177)"
"['Jo Malone London', 'Luscious & Lively Trio']","['ITEM ', '2020360']","[['5 stars', '6', '4 stars', '2', '3 stars', '0', '2 stars', '1', '1 star', '1']]","[['10 reviews'], ['5645', ' loves']]",['$85.00'],,,"['Escape the everyday along the windswept shore where white waves break and the air is fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs mingled with the woody earthiness of sage, Wood Sage & Sea Salt Cologne is lively, spirited, and totally joyful. ', 'The refreshing body and hand wash gently cleanses and deliciously scents your skin, leaving body and hands conditioned and soft. Its crystal clear gel transforms into a rich lather and its uplifting fragrance fills the bathroom, immersing you in delicate scent.', ' The rich Body Crème is formulated with conditioning oils of jojoba seed, cocoa seed, and sweet almond oils to help hydrate, nourish, and protect the skin, while the delicious fragrance leaves your body scented all over.', 'Capturing the essence of autumn, the sensuous freshness of just-ripe pears is wrapped in a bouquet of white freesias and mellowed by amber, patchouli, and woods for a luscious and golden olfactory sensation.', 'This set contains:', '- 1.0 oz/ 30 mL Wood Sage & Sea Salt Cologne', '- 0.5 oz/ 15 mL Wood Sage & Sea Salt Body & Hand Wash', '- 0.5 oz/ 15 mL English Pear & Freesia Body Crème', 'What else you need to know:', ' From colognes and candles to bath and body care, each Jo Malone London product comes presented in their signature gift box and ribbon.']",True,/productimages/sku/s2020360-main-Lhero.jpg,https://www.sephora.com/product/luscious-lively-trio-P425812?icid2=products,s2020360-main-Lhero.jpg,"(227, 217, 199)"
"['Kat Von D', 'Sinner Eau de Parfum']","['ITEM ', '1957224']","[['5 stars', '934', '4 stars', '557', '3 stars', '209', '2 stars', '78', '1 star', '62']]","[['1K reviews'], ['10K', ' loves']]",['$85.00'],['3.4 oz/ 100 mL Eau de Parfum Spray'],"['Standard size', '1.0 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Parfum Travel Spray']","['Fragrance Family:', ' Warm & Spicy', 'Scent Type:', ' Cool Spices', 'Key Notes:', ' Patchouli, Wood, Cinnamon', 'About:', ' Kat Von D Beauty’s most requested collection of all time is returning at last and better than ever. Meet Sinner—dark, sultry, and empowering, this enticing fragrance sweetens a bouquet of jasmine and orange blossom with notes of vanilla, mandarin, and Mirabelle plum. Spicy cinnamon envelops white florals at the heart of the fragrance, while base notes of vetiver, patchouli, and wood form the deeper, darker nuances. Experience confidence in a bottle; Sinner is the fragrant embodiment of the edgy, unapologetic, and outspoken Kat Von D we know and love.', ' Sinner shares the same floral soul as Saint, with a bold, spicy twist. Different experiences, shared heart—these sister-scents can be worn alone or layered together. ', 'What else you need to know:', 'Enter a world of complementary contradiction: a personal story told through scent inspired by Kat’s own duality. Originally created in 2009, the beloved Saint + Sinner fragrances are resurrected with the same covetable scents and a completely reimagined design. Kat poured herself into drawing the filigree scrollwork that encases the bottle, hand-sketching for months until every detail was perfected. She chose the glass flacon because it reminded her of a human heart when she held it in her hand. It was important to her that the bottle be just as beautiful as the fragrances inside. ', 'This product is vegan and cruelty-free.']",True,/productimages/sku/s1957224-main-Lhero.jpg,https://www.sephora.com/product/sinner-eau-de-parfum-P420219?icid2=products,s1957224-main-Lhero.jpg,"(46, 40, 36)"
"['Jo Malone London', 'Blackberry & Bay Cologne']","['ITEM ', '1946706']","[['5 stars', '29', '4 stars', '11', '3 stars', '4', '2 stars', '3', '1 star', '0']]","[['47 reviews'], ['6538', ' loves']]",['$136.00'],['3.4 oz/ 100 mL  Spray'],"['Standard size', '1.0 oz/ 30 mL  Spray', '3.4 oz/ 100 mL  Spray']","['Fragrance Family:', ' Fresh', 'Scent Type:', ' Fresh Citrus & Fruits', 'Key Notes:', ' Blackberry, Bay Leaves, Cedarwood', 'About:', ' This fragrance evokes childhood memories of blackberry picking—a burst of deep, tart blackberry juice blends with the freshness of just-gathered bay and brambly woods for a  vibrant and verdant impression.', 'What else you need to know:', 'From colognes and candles to bath and body care, each Jo Malone London product comes presented in their signature gift box and ribbon.']",True,/productimages/sku/s1946706-main-Lhero.jpg,https://www.sephora.com/product/blackberry-bay-cologne-P417185?icid2=products,s1946706-main-Lhero.jpg,"(225, 224, 221)"
"['TOM FORD', 'Tobacco Vanille Atomizer']","['ITEM ', '2101368']",,"[['0 reviews'], ['1689', ' loves']]",['$55.00'],['0.3 oz/ 10 mL Spray Eau de Parfum'],"['Mini size', '0.3 oz/ 10 mL Spray Eau de Parfum']","['Fragrance Family:', ' Warm & Spicy', 'Scent Type:', ' Warm & Sweet Gourmands', 'Key Notes:', ' Tobacco, Vanilla, Tobacco Leaves', 'About:', ' Inspired by an English gentlemen’s club, redolent with spice, this reinvention of a classic fragrance genre fuses creamy tonka bean, vanilla, cocoa, dry fruit accords, and sweet wood sap for a modern, opulent, and almost heady impression.', 'What else you need to know:', '*Musk effect is created from a synthetic source. ', 'Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com to get personalized advice on how to use this product or assistance with any Tom Ford product.']",True,/productimages/sku/s2101368-main-Lhero.jpg,https://www.sephora.com/product/tobacco-vanille-atomizer-P433672?icid2=products,s2101368-main-Lhero.jpg,"(37, 13, 18)"
"['TOM FORD', 'Soleil Blanc Shimmering Body Oil']","['ITEM ', '2101426']","[['5 stars', '59', '4 stars', '15', '3 stars', '9', '2 stars', '7', '1 star', '6']]","[['96 reviews'], ['20K', ' loves']]",['$100.00'],['3.4 oz/ 101 mL Rose Gold Oil'],"['Standard size', '3.4 oz/ 101 mL  Oil', '3.4 oz/ 101 mL Rose Gold Oil']","['What it is:', '\n', 'A shimmering body that oil captures the sultry effect of sunkissed summer skin and tempts the senses with a fragrance of scorching sensuality.\n', '\n', 'What it does:', '\n', ' This silky and lightweight oil illuminates the skin with shimmers of gold and platinum leaf. The captivating fragrance wraps a bouquet of white florals in a golden, amber-sandalwood embrace—as tempting as a white-sand beach, as irresistible as the perfect tan.\n', '\n', 'Inspired by remote private islands where summer lasts all year and one day blends seamlessly into the next, Soleil Blanc is an addictive solar floral amber alive with seductive refinement and refreshing decadence. TOM FORD’s latest private blend creation unapologetically exudes the endless pursuit of sun and luxury that defines TOM FORD Soleil. \n', '\n', 'Notes:', '\n', 'Bergamot, Cardamom Oil Orpur, Pistachio Accord, Ylang Ylang Comores Islands, Benzoin Extract Orpur, Coco De Mer Accord.\n ', 'Style:', '\n', 'Unexpected. Sultry. Addictive.\n', 'Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com  to get personalized advice on how to use this product or assistance with any Tom Ford product']",True,/productimages/sku/s2101426-main-Lhero.jpg,https://www.sephora.com/product/soleil-blanc-shimmering-body-oil-P406527?icid2=products,s2101426-main-Lhero.jpg,"(241, 165, 104)"
"['Marc Jacobs Fragrances', 'Daisy Love']","['ITEM ', '2036978']","[['5 stars', '115', '4 stars', '36', '3 stars', '4', '2 stars', '1', '1 star', '3']]","[['159 reviews'], ['5436', ' loves']]",['$84.00'],['1.7 oz/ 50 mL Eau de Toilette  Spray'],"['Standard size', '1.7 oz/ 50 mL Eau de Toilette  Spray', '3.4 oz/ 100 mL Eau de Toilette  Spray', 'Mini size', '0.33 oz/ 10 mL Eau de Toilette  Pen Spray']","['Fragrance Family:', '\n', ' Floral\n', '\n', 'Scent Type:', '\n', ' Warm Floral\n', '\n', 'Key Notes:', '\n', ' Cyrstallized Cloudberries,  Daisy Tree Petals, Cashmere Musks, Driftwood\n', '\n', 'About:', '\n', 'Addictive and irresistible, Daisy Love fills the air with a contagious love of life. Created by master perfumer Alberto Morillas, this gourmand radiant fragrance reveals its first notes in a vibrant burst of sweet cloudberries. Delicate daisy tree petals mingle with sparkling cashmere musks and driftwood to create a lasting and memorable gourmand twist.\n', '\n', 'An ode to the Marc Jacobs iconic daisy, Daisy Love blooms with an oversized daisy that reflects over the warm glow of the juice.\n']",True,/productimages/sku/s2036978-main-Lhero.jpg,https://www.sephora.com/product/daisy-love-P431151?icid2=products,s2036978-main-Lhero.jpg,"(230, 211, 204)"
"['Jo Malone London', 'Wild Bluebell Cologne']","['ITEM ', '1946714']","[['5 stars', '33', '4 stars', '4', '3 stars', '1', '2 stars', '2', '1 star', '1']]","[['41 reviews'], ['7869', ' loves']]",['$136.00'],['3.4 oz/ 100 mL  Spray'],"['Standard size', '1.0 oz/ 30 mL  Spray', '3.4 oz/ 100 mL  Spray']","['Fragrance Family:', ' Fresh', 'Scent Type:', ' Fresh Floral', 'Key Notes:', ' Bluebell, Persimmon, White Musk', 'About:', ' Vibrant sapphire blooms in a shaded woodland. The delicate sweetness of dewy bluebells suffused with lily of the valley, eglantine, and a luscious twist of persimmon creates a mesmerizing indulgence.', 'What else you need to know:', 'From colognes and candles to bath and body care, each Jo Malone London product comes presented in their signature gift box and ribbon.']",True,/productimages/sku/s1946714-main-Lhero.jpg,https://www.sephora.com/product/wild-bluebell-cologne-P417184?skuId=1946714&icid2=products,s1946714-main-Lhero.jpg,"(225, 224, 221)"
"['CLINIQUE', 'Clinique Happy']","['ITEM ', '50492']","[['5 stars', '430', '4 stars', '115', '3 stars', '32', '2 stars', '20', '1 star', '19']]","[['616 reviews'], ['10K', ' loves']]",['$52.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Parfum Rollerball']","[""A hint of citrus. A wealth of flowers. A mix of emotions. Clinique's bestselling women's fragrance interplays fresh, vibrant notes—ruby red grapefruit, bergamot—with soft, sensual ones—Hawaiian wedding flower, spring mimosa. Wear it and be happy."", 'Notes:', 'Ruby Red Grapefruit, Boysenberry Bush Flower, Hawaiian Wedding Flower ', 'Style:', 'Fresh. Light. Uplifting.']",True,/productimages/sku/s50492-main-Lhero.jpg,https://www.sephora.com/product/clinique-happy-P122641?icid2=products,s50492-main-Lhero.jpg,"(231, 231, 231)"
"['Elizabeth and James', 'Nirvana Bourbon']","['ITEM ', '1912567']","[['5 stars', '370', '4 stars', '82', '3 stars', '49', '2 stars', '31', '1 star', '43']]","[['575 reviews'], ['10K', ' loves']]",['$110.00'],['3.4 oz/ 100 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Parfum Rollerball']","['Fragrance Family:', ' Warm and Spicy', 'Scent Type:', ' Woody Spices', 'Key Notes:', '  Tuberose, Oakwood, Bourbon Vanilla', 'About:', ' Intoxicating and ever-so-sexy, Nirvana Bourbon takes you to a warm and cozy evening. With a blend of vanilla bourbon, oakwood, and tuberose, this eau de parfum is a full-bodied glass of your favorite. Smoky with a hint of sweetness, this provocative fragrance brings passion to life’s little moments of nirvana. ', 'What else you need to know:', 'Elizabeth and James Nirvana is a timeless yet contemporary collection of fragrances with a sophisticated edge. A celebration of ""new nostalgia,"" each fragrance reinvents classic notes and infuses them with surprising and modern combinations. The result is a collection of perfumes that are distinctive, versatile, and completely individual—as individual as Nirvana. The Elizabeth and James Nirvana fragrance collection represents the ultimate state of happiness: an idyllic memory, feeling, moment, or experience. ']",True,/productimages/sku/s1912567-main-Lhero.jpg,https://www.sephora.com/product/nirvana-bourbon-P410640?skuId=1912567&icid2=products,s1912567-main-Lhero.jpg,"(70, 33, 22)"
"['BVLGARI', 'Omnia Crystalline']","['ITEM ', '864025']","[['5 stars', '331', '4 stars', '58', '3 stars', '21', '2 stars', '14', '1 star', '15']]","[['439 reviews'], ['10K', ' loves']]",['$84.00'],['2.2 oz/ 65 mL Eau de Toilette Spray'],"['Standard size', '1.3 oz/ 40 mL Eau de Toilette Spray', '2.2 oz/ 65 mL Eau de Toilette Spray', 'Mini size', '0.34 oz Eau de Toilette Spray']","['Fragrance Family:', '\n', 'Fresh\n', '\n', 'Scent Type:', '\n', 'Fresh Florals\n', '\n', 'Key Notes:', '\n', ' Lotus Blossom, Bamboo\n', '\n', 'About:', '\n', ""Capturing the glowing clarity of crystal light, Omnia Crystalline illuminates, reflects, and reveals a woman's unique radiance, her femininity, her beauty - the inexpressible, irresistible lightness of her being.\n"", '\n', 'What else you need to know:', '\n', ""A Bulgari Cult Classic, Omnia Crystalline's bottle is inspired by a gem—two rings flowing into each other to be displayed as a jewel symbolizing infinity: abundance and freedom.\n""]",True,/productimages/sku/s864025-main-Lhero.jpg,https://www.sephora.com/product/omnia-crystalline-P112814?icid2=products,s864025-main-Lhero.jpg,"(199, 199, 197)"
"['TOM FORD', 'White Suede']","['ITEM ', '1565753']","[['5 stars', '11', '4 stars', '2', '3 stars', '0', '2 stars', '0', '1 star', '1']]","[['14 reviews'], ['1951', ' loves']]",['$605.00'],['8.4 oz/ 248 mL Eau de Parfum Decanter'],"['Standard size', '1.7 oz/ 50 mL Eau de Parfum ', '3.4 oz/ 100 mL Eau de Parfum Spray', '8.4 oz/ 248 mL Eau de Parfum Decanter']","['This elegant fragrance captures the primal essence of supple and sensual leather and suede while giving them beautiful new dimension. The surprising musky medley is heightened with velvety rose and warm amber. \n', '\n', 'Notes:', '\n', 'Saffron, Thyme, Mate, Suede, Olibanum, Musk.\n ', 'Style:', '\n', ' Wild. Charming. Irresistible.\n', 'Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com  to get personalized advice on how to use this product or assistance with any Tom Ford product']",True,/productimages/sku/s1565753-main-Lhero.jpg,https://www.sephora.com/product/white-suede-P393137?icid2=products,s1565753-main-Lhero.jpg,"(208, 196, 142)"
"['CHANEL', 'CHANCE Eau de Toilette']","['ITEM ', '625178']","[['5 stars', '40', '4 stars', '0', '3 stars', '0', '2 stars', '4', '1 star', '2']]","[['46 reviews'], ['7879', ' loves']]",['$80.00'],['1.7 oz Eau de Toilette Spray'],"['Standard size', '1.2 oz Eau de Toilette Spray', '1.7 oz Eau de Toilette Spray', '3.4 oz Eau de Toilette Spray']","['Fragrance Family:', ' Floral', 'Scent Type:', ' Classic Florals', 'Key Notes:', ' Jasmine, Pink Pepper, Patchouli', 'About:', ' Filled with vitality and energy, this unexpected, unpredictable floral fragrance evolves from one moment to the next.', 'Notes of pink pepper, jasmine, and amber patchouli intertwine for an elusive, ever-changing fragrance—in turn floral, spicy, sensual, and rich.', 'The eau de toilette comes in a spray for more generous use, and for easy application on skin or clothing.']",True,/productimages/sku/s625178-main-Lhero.jpg,https://www.sephora.com/product/chance-P36680?icid2=products,s625178-main-Lhero.jpg,"(246, 239, 217)"
"['Giorgio Armani Beauty', 'Sì Eau de Parfum']","['ITEM ', '1571405']","[['5 stars', '254', '4 stars', '37', '3 stars', '14', '2 stars', '10', '1 star', '8']]","[['323 reviews'], ['10K', ' loves']]",['$92.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', '5.1 oz/ 151 mL Eau de Parfum Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Parfum Rollerball']","['Sì Eau de Parfum is a tribute to modern femininity, an irresistible combination of grace, strength, and independent spirit. A modern chypre reinvented, Sì opens with deep blackcurrant nectar that softly recedes to airy florals. A base of musky blond wood adds lightness while grounding the fragrance for a lingering, distinctive trail.\n', '\n', 'Notes:', '\n', 'Chypre, Blackcurrant Nectar, Airy Florals, Musky Blond Wood.\n', 'Style:', '\n', 'Graceful. Modern. Unconventional.\n']",True,/productimages/sku/s1571405-main-Lhero.jpg,https://www.sephora.com/product/si-eau-de-parfum-P388029?icid2=products,s1571405-main-Lhero.jpg,"(243, 222, 202)"
"['Giorgio Armani Beauty', 'Acqua di Gioia']","['ITEM ', '1284249']","[['5 stars', '700', '4 stars', '122', '3 stars', '25', '2 stars', '20', '1 star', '13']]","[['880 reviews'], ['20K', ' loves']]",['$72.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.34 oz  Eau de Parfum Rollerball']","['Off the coast of Italy, the island of Pantelleria is a place where the deep blue-green Mediterranean Sea meets the sun and earth, creating a sense of happiness, serenity, and optimism. This fresh, aquatic fragrance, whose name means ""water of joy,"" captures the simple happiness one can experience at this extraordinary destination. The fragrance\'s top notes rise like a soft sea breeze, bringing forward a sensual blend of cool mint, warm brown sugar, and the zest of Italian lemon. Next, the heart notes emerge with beautiful floral hints of jasmine, dew of peony, and traces of pink pepper. The base lingers on a uniquely Mediterranean trail of cedarwood and the complex, herbaceous accords of labdanum.\n', '\n', 'Notes:', '\n', 'Mint, Brown Sugar, Lemon, Jasmine, Peony, Pink Pepper, Cedarwood, Labdanum.\n', 'Style:', '\n', 'Joyous. Aquatic.\n\n\n']",True,/productimages/sku/s1284249-main-Lhero.jpg,https://www.sephora.com/product/acqua-di-gioia-P271538?icid2=products,s1284249-main-Lhero.jpg,"(224, 237, 232)"
